chave;ano;Sigla;dsc_tribunal;secao;trib;cn1;CnCCrim1;CnCNCrim1;CnExtFisc1;CnExtNFisc1;ExeJudCrimPL1;ExeJudCrimNPL1;ExeJudNCrim1;cp1;CpCCrim1;CpCNCrim1;CpExtFisc1;CpExtNFisc1;ExeJudPCrimPL1;ExeJudPCrimNPL1;ExeJudPNcrim1;susc1;susexfisc1;susexnfisc1;sus1;cntr;CnCrimTR;CnNCrimTR;cptr;CpCrimTR;CpNCrimTR;sustr;cnje;CnCCrimJE;CnCNCrimJE;ExeJudJE;cpje;CpCCrimJE;CpCNCrimJE;ExeJudPJE;suscje;susexje;susje;sus1jetr;CP;SUS;Tram;Dpj;DPeI;DPCO;dpjio;MagPAe1;MagPAeJE;MagPAeTR;MagPAcJE1;MagPAcTR1;MagPAcTRJE;MagAJ1;MagAJJE;MagAJTR;Mag;TPEfet;TPCed;TPReq;TPSV;Serv;tpefetae1;tpefetaeje;tpefetacje1;tpefettr;TpEfet1jetr;tpiae1;tpiaeje;tpiacje1;tpitr;tpi1jetr;tpsvae1;tpsvaeje;tpsvacje1;tpsvtr;tpsv1jetr;tasae1;tasaeje;tasacje1;tastr;Tpaf1jetr;tbaix1;TBaixCCrim1;TBaixCNCrim1;TBaixExtFisc1;TBaixExtNFisc1;TBaixJudCrimNPL1;TBaixJudCrimPL1;TBaixJudNCrim1;tbaixtr;TBaixCrimTR;TBaixNCrimTR;tbaixje;TBaixCCrimJE;TBaixCNCrimJE;TbaixJudJE;Tbaix;cp.sus;cp.sus.fisc;tbaix.sus.fisc;cp.sus.fisc.penal;tbaix.sus.fisc.penal;mag1je;pib;h1;g1;g7;f2;f3;cm1je;k1je;ipm1je;ipsjud1je;iad1je;tc1je
TRF5_SE_2019;2019;TRF5;TRF 5ª Região;SE;0;7534;82;4177;1900;975;5;47;348;32862;674;5400;22069;1907;19;200;2593;474;11988;999;13461;6931;0;6931;4152;0;4152;1655;29344;0;25324;4020;18242;0;15168;3074;2124;114;2238;17354;55256;17354;96089;80596909;17848902;1692296;61055712;6;1;3;5;0;0;1;0;0;13;180;7;20;0;193;151;16;4;9;180;16;2;0;2;20;0;0;0;0;0;2195;422;17;75;7;7894;219;3229;2275;852;280;18;1021;9158;0;9158;23781;0;22632;1149;40833;37902;27821;38558;27602;38260;10;44434884412;2298696;0,00181;35,06201;0,57472;8,39606;3166,84576;8076,5397;3090,45041;164,11917;0,85891;0,61735
TRF5_AL_2019;2019;TRF5;TRF 5ª Região;AL;0;11576;172;5815;3359;729;7;79;1415;63280;1079;6998;42504;2018;9;329;10343;596;2699;2236;5531;12402;0;12402;12317;0;12317;8551;78660;0;57473;21187;32126;0;28110;4016;261;12;273;14355;107723;14355;203973;102500798;15124792;1619055;85756950;9;8;3;3;0;0;1;2;0;20;236;12;56;3;283;162;53;4;17;236;29;17;3;7;56;2;1;0;0;3;3467;323;440;99;12;13817;248;4730;5507;781;246;27;2278;17605;0;17605;64828;0;59275;5553;96250;93368;53563;90743;53225;90470;17;57542922468;3337357;0,00178;30,71317;0,60568;8,47976;3919,71701;10099,93879;4563,66057;277,89753;0,87155;0,54815
TRF5_PE_2019;2019;TRF5;TRF 5ª Região;PE;0;31009;352;18140;8025;2315;22;174;1981;152452;1782;26383;102768;7012;65;705;13737;1765;11723;4346;17834;21451;0;21451;13442;0;13442;4201;89990;0;72753;17237;52910;0;44916;7994;1134;19;1153;23188;218804;23188;349571;279616246;52691110;2239889;224685247;25;10;9;17;0;0;7;1;2;51;602;22;11;4;595;474;64;28;36;602;9;0;1;1;11;4;0;0;0;4;7000;300;30;800;22;32468;804;12784;13313;2168;371;63;2965;26369;0;26369;71930;0;67502;4428;130767;195616;104571;117454;103801;117020;43;1,97071E+11;9544948;0,00142;29,29469;0,52987;6,23366;2348,22831;7160,37999;2413,25332;175,45882;0,8628;0,66297
TRF5_RN_2019;2019;TRF5;TRF 5ª Região;RN;0;13670;532;6918;3666;680;69;143;1662;60491;1622;10510;38370;2789;108;375;6717;1752;7407;2283;11442;9746;0;9746;7447;0;7447;4687;62229;0;48856;13373;25977;0;22789;3188;1333;16;1349;17478;93915;17478;173494;134314671;26684418;1319439;106310814;12;6;3;6;0;0;2;1;0;25;276;12;57;1;322;148;50;63;15;276;37;7;10;3;57;0;0;1;0;1;2334;781;921;217;12;14085;646;6407;2500;1291;554;248;2439;11984;0;11984;53510;0;47018;6492;79579;76437;45474;77079;44991;76277;22;70821697196;3404453;0,0019;39,45264;0,72307;9,4582;2791,67465;7091,17213;3111,24527;209,92236;0,89059;0,56125
TRF5_CE_2019;2019;TRF5;TRF 5ª Região;CE;0;26183;746;12151;8354;2125;28;150;2629;140001;2784;19590;100945;5975;146;734;9827;1400;24679;3526;29605;29170;0;29170;19042;0;19042;8960;121730;0;102632;19098;58464;0;50402;8062;2309;26;2335;40900;217507;40900;386550;277968267;51482401;7942115;218543751;25;16;9;8;0;0;2;2;1;53;734;34;142;10;852;212;400;87;35;734;90;36;13;3;142;6;3;1;0;10;10232;1086;489;593;34;24244;833;10880;5698;2558;632;284;3359;36639;0;36639;108160;0;101453;6707;169043;176607;100341;163345;99461;162429;44;1,64872E+11;9132078;0,00169;30,43867;0,57632;9,32975;2843,45719;7466,28655;2987,78733;155,40376;0,89515;0,59983
TRF5_PB_2019;2019;TRF5;TRF 5ª Região;PB;0;26415;310;16010;6842;2221;12;131;889;98267;1526;20981;62708;5479;8;271;7294;3654;8636;2423;14713;18462;0;18462;26198;0;26198;9023;71566;0;56519;15047;37290;0;33158;4132;1654;158;1812;25548;161755;25548;253536;151531528;25556587;2039894;123935047;14;7;3;4;0;0;1;0;0;26;270;11;39;2;300;33;70;153;14;270;3;3;30;3;39;0;0;2;0;2;199;1325;2303;316;11;13224;701;6557;2812;1424;358;33;1339;16449;0;16449;62108;0;56131;5977;91781;136207;82135;88969;81856;88578;23;68076408782;4018127;0,00223;37,71198;0,65764;7,46617;3495,17479;8999,70595;3214,79949;251,10667;0,76884;0,64279
TRF5_TRU_2019;2019;TRF5;TRF 5ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72536000;0;0;72536000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,02819E+11;31735659;0,00012;2,28563;0;0;;;;;;
TRF5_2º Grau_2019;2019;TRF5;TRF 5ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71279;0;110890;201307974;47728574;1041290;152538109;0;0;0;0;0;0;0;0;0;15;0;0;0;0;391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39611;71279;71279;39611;71279;39611;0;6,02819E+11;31735659;0,00033;6,34327;0,04727;1,23205;;;;0;;
TRF5_total_2019;2019;TRF5;TRF 5ª Região;total;1;116387;2194;63211;32146;9045;143;724;8924;547353;9467;89862;369364;25180;355;2614;50511;9641;67132;15813;92586;98162;0;98162;82598;0;82598;37077;453519;0;363557;89962;225009;0;194543;30466;8815;345;9160;138823;921309;138823;1564182;1516728853;237116784;17893978;1257140282;91;48;30;43;0;0;15;7;3;202;2298;99;325;20;3997;1180;653;339;126;2298;184;65;57;19;325;12;4;4;0;20;25427;4237;4200;2100;99;105732;3451;44587;32105;9074;2441;673;13401;118204;0;118204;384317;0;354011;30306;642873;782486;480254;610768;477285;607654;160;6,02819E+11;31735659;0,00252;47,79257;0,63651;12,59467;2934,48665;7879,40996;3058,66867;122,6042;0,85988;0,61182
TRF_total_2019;2019;TRF;TRF;total;1;1115992;75627;572685;319849;46619;1728;9046;90438;6432991;143770;1014808;4575699;288659;3218;26269;380568;171013;2999275;225004;3395292;536638;236;536402;725939;89;725850;384446;3003422;1793;1806788;1194841;2306772;2979;1795692;508101;397620;18361;415981;4195719;10639442;4195719;15998608;12136304726;1811215019;59258621;10203673332;619;282;218;696;0;0;101;15;15;1820;17012;630;1102;61;27505;7592;2323;6286;811;17012;494;196;366;46;1102;31;14;16;0;61;101203;21471;95588;11255;630;1287948;110468;622458;364458;54266;13031;2619;120648;674645;272;674373;2738862;3837;2466636;268389;5359166;6443723;4867299;4994708;4837812;4979058;1481;7,40702E+12;209027791;0,00164;58,06072;0,8707;13,15854;1906,38825;8620,23835;2718,98042;146,40284;0,97752;0,68458
TRF1_DF_2020;2020;TRF1;TRF 1ª Região;DF;0;36564;413;25485;5296;727;2;31;4610;268405;1983;73458;137073;14061;0;97;41733;6783;96291;19617;122691;8540;3;8537;25415;5;25410;13065;28745;9;28632;104;64015;12;63909;94;11290;6;11296;147052;357835;147052;466320;356819603;89798098;2524374;264497131;31;10;9;9;0;0;1;1;0;57;432;20;60;2;474;320;66;24;22;432;47;7;4;2;60;1;1;0;0;2;5345;1359;181;294;20;43168;517;31224;5645;1316;153;15;4298;12572;1;12571;52745;17;52691;37;108485;210783;170001;102840;169904;102672;48;2,7096E+11;3055149;0,00132;116,79286;1,87503;15,51479;1253,55166;8865,91499;1985,26965;202,3481;1,4686;0,77608
TRF1_GO_2020;2020;TRF1;TRF 1ª Região;GO;0;20121;356;11385;6807;562;11;75;925;199856;2620;24670;149881;11609;0;383;10693;2420;91836;5868;100124;8763;3;8760;16202;2;16200;6133;45715;14;45638;63;80386;73;80175;138;17162;11;17173;123430;296444;123430;392839;274020010;43370746;618518;230030746;14;7;6;16;0;0;1;0;2;40;445;17;40;2;470;197;48;177;23;445;7;6;27;0;40;0;0;2;0;2;2463;521;2997;348;17;22274;644;12092;6585;852;129;0;1972;12449;2;12447;61672;20;61620;32;96395;173014;114969;89810;114586;89681;36;2,08078E+11;7113540;0,00132;38,52091;0,56242;6,60712;1807,47286;10164,29271;2342,88806;178,60851;1,27508;0,7695
TRF1_MT_2020;2020;TRF1;TRF 1ª Região;MT;0;12939;480;6926;3996;242;36;101;1158;110699;3624;17575;75806;6767;0;206;6721;2769;44535;3057;50361;3931;0;3931;12264;4;12260;4220;18879;9;18768;102;42114;38;42029;47;5106;0;5106;59687;165077;59687;207887;160576790;17883757;3012229;139680804;7;5;3;13;0;0;1;0;2;25;318;21;15;3;315;120;40;148;10;318;1;1;13;0;15;0;1;2;0;3;3151;717;3446;212;21;13165;1059;8463;1746;377;141;0;1379;5975;0;5975;23670;21;23591;58;42810;105390;74119;41064;73913;40923;24;1,4615E+11;3526220;0,0011;45,53794;0,71643;8,93308;1251,54024;7802,24527;1515,41648;116,93651;1,15768;0,80577
TRF1_MG_2020;2020;TRF1;TRF 1ª Região;MG;0;59609;971;37738;15424;1239;14;238;3985;577327;9989;85975;402569;31378;1;871;46544;13169;290587;33306;337062;29389;8;29381;76769;11;76758;33451;121177;34;117653;3490;259503;128;252721;6654;67994;507;68501;439014;913599;439014;1173815;844470919;132936561;5828680;705705679;62;29;18;52;0;0;6;1;0;154;1451;55;109;7;1512;667;183;534;67;1451;30;22;55;2;109;2;3;2;0;7;8684;2044;8733;469;55;73766;3505;47732;13720;1754;483;0;6572;33790;3;33787;152660;56;147696;4908;260216;474585;362603;246496;361731;246013;136;6,53829E+11;21292666;0,00129;39,66018;0,72338;7,10104;1272,21073;7816,32676;1664,52821;149,75265;1,25245;0,78704
TRF1_AC_2020;2020;TRF1;TRF 1ª Região;AC;0;2200;195;1328;480;102;3;5;87;18130;953;2440;11970;1567;0;109;1091;479;7651;904;9034;10;0;10;7;0;7;0;6385;4;6366;15;17473;8;15665;1800;3309;126;3435;12469;35610;12469;49734;57228368;9036314;0;48192054;4;2;0;1;0;0;0;0;0;7;92;4;8;0;96;60;18;14;0;92;5;1;2;0;8;0;0;0;0;0;981;201;262;0;4;2046;192;1326;233;56;53;0;186;9;0;9;12069;4;12027;38;14124;23141;18822;13891;18713;13838;7;16302359422;894470;0,00351;63,9802;0,77646;10,73261;1220,26627;7158,6075;2032,33728;147,03125;1,64415;0,7161
TRF1_AM_2020;2020;TRF1;TRF 1ª Região;AM;0;7462;400;5164;1120;166;23;92;497;71620;3575;12960;47271;3494;0;139;4181;1555;38944;3515;44014;2334;0;2334;2681;0;2681;1658;12499;31;12448;20;26433;118;25961;354;5585;10;5595;51267;100734;51267;128543;100587396;14328141;298942;85960313;7;4;3;5;0;0;1;0;0;18;176;15;30;1;192;84;27;54;11;176;11;8;9;2;30;0;0;1;0;1;2136;362;2484;509;15;6695;700;4944;482;93;75;0;401;4135;1;4134;16979;125;16593;261;27809;49467;41140;27327;41001;27252;15;1,06451E+11;3761181;0,00094;26,74357;0,47107;5,10478;1313,30696;8270,72878;1608,52755;123,30208;1,18601;0,80552
TRF1_AP_2020;2020;TRF1;TRF 1ª Região;AP;0;4726;186;3704;633;66;0;3;134;25196;1536;6728;13359;1143;0;55;2375;312;6767;1175;8254;0;0;0;0;0;0;0;3859;4;3851;4;8382;20;8362;0;2999;0;2999;11253;33578;11253;46392;71011705;6946770;564200;63500735;3;2;0;1;0;0;0;0;0;6;133;6;6;0;133;67;28;38;0;133;5;0;1;0;6;0;0;0;0;0;979;632;590;0;6;3057;167;1849;728;50;5;0;258;0;0;0;9757;3;9753;1;12814;22325;15733;12086;15678;12081;6;17859194202;861773;0,00398;82,40187;0,69497;15,4333;1409,90851;7746,14822;2139,57457;96,34586;1,4926;0,72379
TRF1_PA_2020;2020;TRF1;TRF 1ª Região;PA;0;13579;647;7851;4206;400;7;65;403;152841;7689;19486;112629;6189;1;501;6346;3951;83965;5630;93546;8418;0;8418;13033;0;13033;4470;52634;79;52415;140;86306;222;86054;30;15864;1;15865;113881;252180;113881;334445;205465497;29996437;1959766;173509294;7;7;6;19;0;0;4;0;0;35;393;19;32;1;407;112;53;210;18;393;3;7;22;0;32;0;0;1;0;1;2774;948;2681;427;19;13423;1320;9183;1705;284;80;1;850;14352;1;14351;54490;61;54300;129;82265;138299;109635;80560;109133;80479;29;1,71571E+11;8683155;0,0012;23,66254;0,40475;4,68724;2246,71765;10516,74017;2326,00591;166,86241;1,02567;0,77883
TRF1_RO_2020;2020;TRF1;TRF 1ª Região;RO;0;6903;606;3666;2120;211;26;36;238;57117;3676;10636;37273;2063;91;499;2879;1319;18102;1606;21027;4438;1;4437;9715;1;9714;3442;12772;11;12480;281;22602;37;20974;1591;3426;189;3615;28084;89434;28084;119816;98821548;10377181;2543920;85900447;4;2;0;9;0;0;1;0;0;14;171;5;22;0;188;60;24;77;10;171;6;6;10;0;22;0;0;0;0;0;623;465;850;16;5;7838;1550;4137;1561;87;122;156;225;3751;1;3750;18793;15;18128;650;30382;61350;42179;28821;41589;28543;14;47759308953;1257106;0,00207;78,61035;1,10081;14,95498;1379,78816;7685,16135;1924,43378;141,65426;1,35355;0,74959
TRF1_RR_2020;2020;TRF1;TRF 1ª Região;RR;0;2009;217;1026;593;84;3;32;54;16048;1465;2001;10515;1144;0;99;824;432;5226;643;6301;0;0;0;0;0;0;0;3117;5;3111;1;5377;4;5369;4;757;4;761;7062;21425;7062;29372;38963964;5639915;0;33324049;3;2;0;0;0;0;0;0;0;5;67;2;12;0;77;55;12;0;0;67;9;3;0;0;12;0;0;0;0;0;678;89;0;0;2;2999;360;1786;398;81;51;0;323;0;0;0;4948;2;4932;14;7947;14363;9074;7549;8975;7498;5;14216985355;631181;0,00274;61,73184;0,77871;12,19935;1024,60424;5975,90858;1616,86455;103,20779;1,55033;0,72944
TRF1_TO_2020;2020;TRF1;TRF 1ª Região;TO;0;6840;180;4771;1534;89;21;88;157;38271;1373;6580;26677;1977;0;2;1662;1381;17713;1595;20689;2619;2;2617;2649;0;2649;1059;7740;2;7720;18;15839;16;15806;17;3331;0;3331;25079;56759;25079;84287;77566473;6552157;8599;71005717;2;0;3;8;0;0;0;0;0;13;144;5;20;0;159;53;27;56;8;144;3;5;12;0;20;0;0;0;0;0;819;326;481;42;5;8577;360;6761;655;102;61;0;638;4056;3;4053;14895;19;14859;17;27528;31680;22716;26873;22714;26812;10;37925659548;1590248;0,00205;48,77634;0,80077;9,99844;1468,62933;7970,00563;2411,28061;147,62264;1,60988;0,69746
TRF1_BA_2020;2020;TRF1;TRF 1ª Região;BA;0;27859;592;17555;7763;384;6;58;1501;272495;5896;50232;181848;14891;0;246;19382;4969;127834;13634;146437;17391;0;17391;26505;1;26504;7481;123202;8;122966;228;219401;55;217805;1541;24952;145;25097;179015;518401;179015;739712;439663942;55476667;2068832;382118444;19;12;12;39;0;0;2;0;0;80;726;30;71;5;772;269;83;341;33;726;15;6;49;1;71;1;1;3;0;5;4606;1057;4962;444;30;88415;1075;21174;61111;2244;172;0;2639;16332;1;16331;116564;17;115956;591;221311;339386;285372;160200;285126;160028;68;3,04373E+11;14852728;0,00144;29,60156;0,53986;5,1977;2187,36229;10211,95499;3003,74719;265,51684;1,35693;0,70586
TRF1_MA_2020;2020;TRF1;TRF 1ª Região;MA;0;10687;373;6246;2798;666;0;33;571;98147;4935;22405;56769;6344;0;289;7405;2090;35201;5046;42337;7373;1;7372;59521;2;59519;48839;75051;5;74968;78;127823;75;127699;49;8236;0;8236;99412;285491;99412;374558;177832684;19339712;11902;158481070;6;8;6;13;0;0;0;0;0;32;310;15;45;0;340;123;45;125;17;310;14;13;15;3;45;0;0;0;0;0;3033;377;2037;131;15;11384;542;6710;3060;399;35;0;638;12666;0;12666;65017;35;64947;35;89067;186079;164511;86007;164222;85972;26;1,04399E+11;6990851;0,0017;25,43792;0,45802;4,8635;3268,97336;11621,08192;2936,33411;224,70882;0,8911;0,74733
TRF1_PI_2020;2020;TRF1;TRF 1ª Região;PI;0;6691;208;4416;1720;235;4;31;77;68739;2030;14937;44785;2961;0;128;3898;1242;18560;2029;21831;5639;0;5639;22164;1;22163;1498;51362;1;51291;70;92328;16;92255;57;11800;0;11800;35129;183231;35129;254280;143480142;13595454;3125831;126758857;5;6;3;10;0;0;1;1;0;23;246;9;21;1;259;85;40;101;20;246;3;4;14;0;21;0;0;1;0;1;1047;947;1024;237;9;7693;687;4636;1891;179;48;1;251;8237;0;8237;55119;19;55084;16;71049;148102;121877;69158;121749;69109;20;53569923880;3281480;0,00268;43,72422;0,69823;7,89278;2906,2899;11243,23542;3154,42763;242,51737;1,08198;0,71944
TRF1_TRU_2020;2020;TRF1;TRF 1ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,15344E+12;77791748;0;0;0;0;;;;;;
TRF1_2º Grau_2020;2020;TRF1;TRF 1ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;564054;0;681636;530056111;108680077;1899976;419476058;0;0;0;0;0;0;0;0;0;26;0;0;0;0;635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117582;564054;564054;117582;564054;117582;0;2,15344E+12;77791748;0,00025;6,81378;0,03342;0,81628;;;;0;;
TRF1_total_2020;2020;TRF1;TRF 1ª Região;total;1;218189;5824;137261;54490;5173;156;888;14397;1974891;51344;350083;1308425;105588;93;3624;155734;42871;883212;97625;1023708;98845;18;98827;266925;27;266898;125316;563137;216;558307;4614;1067982;822;1054784;12376;181811;999;182810;1331834;3873852;1331834;5083636;3576565152;563957987;24465768;2962697229;174;96;69;195;0;0;17;4;4;535;5104;223;491;22;7951;2272;694;1899;239;5104;159;89;233;10;491;4;6;12;0;22;37319;10045;30728;3129;223;304500;12678;162017;99520;7874;1608;173;20630;128324;13;128311;659378;414;652177;6787;1209784;2542018;2116805;1110264;2113088;1108483;444;2,15344E+12;77791748;0,00166;45,97615;0,68773;10,22088;1714,61664;9024,43671;2170,94998;121,22727;1,23364;0,75944
TRF2_RJ_2020;2020;TRF2;TRF 2ª Região;RJ;0;91704;7593;38229;23719;3978;15;367;17803;470836;17189;62187;314854;31978;58;2105;42465;15938;256830;28008;300776;36982;8;36974;31141;4;31137;11445;144058;26;103956;40076;121899;230;102876;18793;28466;788;29254;341475;623876;341475;935141;1152832924;276459473;4787007;871586445;76;39;26;95;0;0;21;3;1;211;2068;107;124;11;2096;1245;258;468;97;2068;77;16;23;8;124;10;1;0;0;11;24746;3511;9384;1237;107;145870;6562;45789;69280;5360;325;11;18543;39067;8;39059;126328;41;87063;39224;311265;282401;224377;241985;222214;241649;186;8,06933E+11;17366189;0,00143;66,38376;1,21276;12,06943;955,64371;4656,69364;1465,48079;129,86546;1,15455;0,6853
TRF2_ES_2020;2020;TRF2;TRF 2ª Região;ES;0;21122;1243;9526;6357;183;3;91;3719;113781;3027;14742;83566;3732;20;520;8174;3270;56406;3391;63067;10301;1;10300;14509;1;14508;2453;41876;9;33496;8371;44154;70;39508;4576;10349;326;10675;76195;172444;76195;242930;177408758;31621775;415783;145371200;14;4;6;17;0;0;3;0;1;37;373;13;27;1;388;133;34;182;24;373;7;2;16;2;27;0;1;0;0;1;1294;263;2823;470;13;25795;1370;8660;10812;1180;111;1;3661;14300;4;14296;30391;19;21793;8579;70486;96249;69089;59674;68549;59562;32;1,457E+11;4064052;0,00122;43,65317;0,91406;9,54712;1574,45756;6634,4792;1740,90747;144,80928;0,89187;0,7376
TRF2_TRU_2020;2020;TRF2;TRF 2ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,52634E+11;21430241;0;0;0;0;;;;;;
TRF2_2º Grau_2020;2020;TRF2;TRF 2ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81322;0;137714;326494146;123652627;4085596;198755923;0;0;0;0;0;0;0;0;0;27;0;0;0;0;732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56392;81322;81322;56392;81322;56392;0;9,52634E+11;21430241;0,00034;15,23521;0,12599;3,41573;;;;0;;
TRF2_total_2020;2020;TRF2;TRF 2ª Região;total;1;112826;8836;47755;30076;4161;18;458;21522;584617;20216;76929;398420;35710;78;2625;50639;19208;313236;31399;363843;47283;9;47274;45650;5;45645;13898;185934;35;137452;48447;166053;300;142384;23369;38815;1114;39929;417670;877642;417670;1315785;1975015397;431733875;9288386;1529336053;90;43;32;112;0;0;23;4;2;276;2441;120;151;12;4501;1378;292;650;121;2441;84;18;39;10;151;10;2;0;0;12;26040;3774;12207;1707;120;171665;7932;54449;80092;6540;436;12;22204;53367;12;53355;156719;60;108856;47803;438143;459972;374788;358051;372085;357603;218;9,52634E+11;21430241;0,00207;92,1602;1,2879;21,00303;1047,25071;4949,47798;1506,25397;72,95801;1,09916;0,69567
TRF3_MS_2020;2020;TRF3;TRF 3ª Região;MS;0;14478;1571;5798;4048;1087;19;215;1740;122711;10788;28047;67751;7304;180;583;8058;3462;33624;797;37883;4245;1;4244;7381;3;7378;3194;16604;0;16604;0;42620;10;32515;10095;2170;6;2176;43253;172712;43253;216714;115460260;17256553;0;98203707;14;4;6;6;0;0;2;0;0;28;213;8;30;0;235;118;26;53;16;213;20;1;5;4;30;0;0;0;0;0;2477;349;0;196;8;16662;3679;6559;2877;1844;166;41;1496;6756;2;6754;20584;1;20004;579;44002;129459;95332;41125;94569;40918;22;1,13746E+11;2809394;0,00102;41,09792;1,0026;8,36479;1312,95353;9137,49444;1680,02842;158,49362;1,19831;0,81614
TRF3_SP_2020;2020;TRF3;TRF 3ª Região;SP;0;232540;2879;115710;70277;2548;77;1162;39887;2217307;20266;339516;1651324;61390;534;5667;138610;71915;1197813;29253;1298981;68250;38;68212;180011;25;179986;108548;269831;11;269820;0;463116;138;394212;68766;84070;2276;86346;1493875;2860434;1493875;3546655;1848885497;271171214;12693;1577701590;198;77;45;32;0;0;6;2;1;342;3203;94;119;4;3232;2225;572;272;134;3203;79;20;17;3;119;4;0;0;0;4;20716;8963;3417;1224;94;202168;5011;113649;51901;5971;1607;184;23845;94790;28;94762;389263;145;319969;69149;686221;1366559;913048;634320;906847;632529;298;2,3506E+12;46289333;0,00079;39,94193;0,73975;6,98217;1546,20989;10968,08205;1982,62628;182,99226;1,17728;0,81924
TRF3_TRU_2020;2020;TRF3;TRF 3ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,46435E+12;49098727;0;0;0;0;;;;;;
TRF3_2º Grau_2020;2020;TRF3;TRF 3ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;332638;0;477104;737028787;155106112;135404;581787271;0;0;0;0;0;0;0;0;0;41;0;0;0;0;953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144466;332638;332638;144466;332638;144466;0;2,46435E+12;49098727;0,0003;15,01116;0,08351;1,94099;;;;0;;
TRF3_total_2020;2020;TRF3;TRF 3ª Região;total;1;247018;4450;121508;74325;3635;96;1377;41627;2340018;31054;367563;1719075;68694;714;6250;146668;75377;1231437;30050;1336864;72495;39;72456;187392;28;187364;111742;286435;11;286424;0;505736;148;426727;78861;86240;2282;88522;1537128;3365784;1537128;4240473;2701374544;443533879;148097;2248123408;212;81;51;38;0;0;8;3;1;411;3416;102;149;4;5956;2343;598;325;150;3416;99;21;22;7;149;4;0;0;0;4;23193;9312;3417;1420;102;218830;8690;120208;54778;7815;1773;225;25341;101546;30;101516;409847;146;339973;69728;874689;1828656;1341018;819911;1334054;817913;320;2,46435E+12;49098727;0,0011;55,01924;0,83709;12,13066;1530,07373;10841,44609;1961,69324;105,55356;1,1785;0,81906
